Reference,Left,KWIC,Right
"PA703535,2020-01-28,Lemoyne, Jean-Baptiste","a été signé entre les deux établissements et l'' agence régionale de santé, l'' ARS . Le centre hospitalier de Dole a",toujours été fortement engagé,"dans le développement de la chirurgie ambulatoire. Le projet, très innovant, de coopération organisationnelle avec"
"PA703535,2020-01-28,Lemoyne, Jean-Baptiste","donné. Les universités de Lyon I , Lyon III et de Saint-Étienne , mais également l'' École normale supérieure de Lyon",", sont engagées",", depuis de nombreuses années dans la construction d'' un projet susceptible de remporter l'' IDEX . Le projet présenté"
"PA721824,2020-01-28,Renson, Hugues","je rappelle ici : "" c'' est au Gouvernement qu'' il appartient de répondre aux questions des membres du Parlement ; [...] le",Gouvernement est donc représenté,", pour répondre à chacune d'' elles, par celui de ses membres que le Premier ministre a désigné à cet effet. "" Le"
"PA722190,2020-01-28,Attal, Gabriel","montant des primes qui leur sont versées – par rapport à d'' autres fonctionnaires comparables –, le Gouvernement s",'' est engagé,à ce que l'' instauration du système universel s'' accompagne d'' une revalorisation salariale garantissant aux
"PA722190,2020-01-28,Attal, Gabriel","un objectif, les outils pour y parvenir seront inscrits dans le projet de loi de programmation présenté avant l'' été. Ce",chantier est déjà engagé,", comme en témoignent la tenue des premiers ateliers de travail avec les organisations représentatives et l'' annonce d"
"PA719660,2020-01-28,Dubos, Christelle","la mise à l'' abri, l'' évaluation et la prise en charge des mineurs non accompagnés, ou MNA . C '' est pourquoi, comme il s''",y était engagé,", il a renforcé depuis le début de l'' année 2019 l'' appui opérationnel et financier qu'' il leur apporte. La réforme des"
"PA719660,2020-01-28,Dubos, Christelle","la mise à l'' abri, l'' évaluation et la prise en charge des mineurs non accompagnés, ou MNA . C '' est pourquoi, comme il s''","y était engagé , il a renforcé",depuis le début de l'' année 2019 l'' appui opérationnel et financier qu'' il leur apporte. La réforme des modalités de
"PA719660,2020-01-28,Dubos, Christelle","s'' adaptent. Face à une démographie médicale devenue très tendue, le GHT , ou groupement hospitalier de territoire, s",'' est engagé,l'' automne dernier dans une réorganisation devenue nécessaire. Les objectifs ont toujours été très clairs : assurer
"PA720546,2020-01-28,Bruneel, Alain","dédié à la sûreté de l'' hôpital, alors qu'' ils ne sont pas des vigiles. Ce n'' est pas leur rôle ; ce n'' est pas ce pour quoi ils",ont été engagés,. C '' est clairement le manque de moyens humains et matériels qui provoque un glissement des charges d'' activités des
"PA719660,2020-01-28,Dubos, Christelle",devrait permettre à une partie du personnel soignant de retrouver un emploi. Une quinzaine de personnes devraient,notamment être recrutées,par le groupe HPL à Béthune ; d'' autres acteurs de santé du territoire devraient aussi proposer quelques recrutements.
"PA345619,2020-01-28,Philippe, Édouard",", alors que, quand ce n'' est pas le cas, vous en fassiez fi au nom de vos positions. Monsieur le président Chassaigne , nous",nous sommes engagés,"à mener cette réforme, qui est bonne. Elle sera, je ne suis pas le seul à l'' annoncer, massivement redistributive, y"
"PA345619,2020-01-28,Philippe, Édouard",un système universel de retraite ? La réponse est oui. Vous ne le faites pas ! Il ne sera pas universel ! Nous nous,y sommes engagés,et considérons que la refonte des quarante-deux régimes de retraites existants au sein d'' un système véritablement
"PA345619,2020-01-28,Philippe, Édouard","soit, mais alors c'' est votre argumentation qui ne va pas ! Je n'' ai pas dit cela ! Je veux dire, monsieur le député, que nous",nous sommes engagés,à présenter au Parlement un projet de loi de programmation visant à revaloriser la rémunération des enseignants
"PA345619,2020-01-28,Philippe, Édouard","projet de loi de programmation qui, à terme, permettra de revaloriser la rémunération des enseignants comme nous nous",y sommes engagés,". J '' en viens à la question du recours aux ordonnances. Sans doute vous souvenez - vous, monsieur le député, de l'' examen"
"PA345619,2020-01-28,Philippe, Édouard","procédé ainsi : le texte prévoyait plusieurs habilitations à prendre des ordonnances, dont certaines que nous",nous étions engagés,"à inscrire "" dans le dur "" – passez -moi cette expression – au fil de la discussion qui se noue. Nous l'' avons fait. Or ,"
"PA719318,2020-01-28,Anthoine, Emmanuelle","est si compliquée qu'' elle aboutit au contraire de l'' objectif visé. On ne voit pas clair ! En effet, les patients",ne sont pas mieux remboursés,et les opticiens ne sont pas payés. C '' est vrai ! Le Gouvernement a tardé à transmettre le nouveau cahier des charges et a
"PA719660,2020-01-28,Dubos, Christelle","et de la santé : tout a été fait, de notre côté, afin que tout soit opérationnel au 1er janvier, et c'' est le cas. Nous nous",y étions engagés,et nous tenons notre calendrier. Il revient maintenant aux mutuelles de mettre à jour leurs plateformes afin d'' être en
"PA415452,2020-01-28,Guillaume, Didier","des 577 camemberts que vous avez offerts à vos collègues voilà quelques mois ! Je sais, monsieur le député, combien",vous êtes engagé,"pour que la qualité, le goût, le bon, le terroir soient toujours au cœur de notre agriculture et, surtout, de notre"
"PA722194,2020-01-28,Provendier, Florence",". Sans garantie d'' une éducation de qualité pour tous, il est vain de croire que les autres droits de l'' enfant",puissent être respectés,". De même, veiller au respect de l'' intérêt supérieur de l'' enfant dès sa naissance, a fortiori pendant les 1 000 premiers"
"PA721234,2020-01-28,Petit, Maud",dans cet hémicycle la parole des enfants et à garantir l'' effectivité de tous leurs droits. Nous croyons qu'' une prise de,conscience est engagée,", et cette proposition de résolution en est une preuve. Il est nécessaire que chacune et chacun d'' entre nous concoure à"
"PA721234,2020-01-28,Petit, Maud","ordinaires. Ce texte était demandé par les instances internationales depuis de nombreuses années, la France ayant",même été sanctionnée,par le Conseil de l'' Europe en 2015 à ce sujet. Notre engagement se traduit aussi par un travail contre le harcèlement
"PA721234,2020-01-28,Petit, Maud",""" par cette convention. Nous soutenons donc cette proposition de résolution et nous nous engageons à œuvrer pour qu''",elle soit respectée,. Nos discussions législatives et différentes actions parlementaires doivent refléter transversalement notre
"PA605518,2020-01-28,Lambert, François-Michel",se trouvent les droits de l'' enfant. La France a signé ce contrat social avec les autres États membres de l'' ONU . Nous,nous sommes engagés,"à faire vivre cette vision de l'' humanité que nous partageons, à tout mettre en œuvre, notamment, pour offrir aux"
"PA722086,2020-01-28,Taquet, Adrien","vivre dans un environnement sûr, force est de reconnaître qu'' il existe encore, en France , des situations où ces droits",ne sont pas respectés,". Dans ce contexte, le sujet des droits de l'' enfant ne saurait être relégué à une commémoration ponctuelle. Tant que la"
",2020-01-28,","la personne de l'' autre parent et permis la mise en œuvre du bracelet anti-rapprochement qui sera déployé, comme je m''",y étais engagée,", d'' ici à l'' automne 2020, après avis de la CNIL – Commission nationale de l'' informatique et des libertés . Cette loi a,"
",2020-01-28,",", nous débattons de la seconde proposition de loi bâtie sur ces annonces. Permettez - moi de vous remercier de",vous être engagés,", à l'' Assemblée nationale et dans vos circonscriptions partout en France . En effet, entre son lancement et sa"
",2020-01-28,",de lutte contre les violences sexistes et sexuelles. Je tiens à saluer son courage et sa volonté politique : elle s,'' est fortement engagée,"et a engagé tout son ministère dans ce combat. Nous pouvons compter sur sa détermination. En 2018 déjà, nous avons"
",2020-01-28,",de lutte contre les violences sexistes et sexuelles. Je tiens à saluer son courage et sa volonté politique : elle s,'' est fortement engagée et a engagé,"tout son ministère dans ce combat. Nous pouvons compter sur sa détermination. En 2018 déjà, nous avons défendu ici le"
"PA721474,2020-01-28,Viry, Stéphane","violences conjugales , dont les conclusions ont été livrées le 25 novembre dernier. Notre collègue Aurélien Pradié s",'' était déjà engagé,contre les violences faites aux femmes par sa proposition de loi visant à agir contre les violences au sein de la famille
"PA721584,2020-01-28,Terlier, Jean",de devoir verser une pension alimentaire. Nous voulons enfin renforcer la réponse pénale. Même si le harcèlement,moral est aujourd''hui sanctionné,"par le code pénal, la proposition aggrave les sanctions encourues quand ce harcèlement est intraconjugal. Ce texte"
"PA720430,2020-01-28,Bernalicis, Ugo","sexuelles, la seule voie politique que nous devons emprunter est celle de l'' émancipation. Les victimes de violences",doivent être maîtresses des procédures engagées,"en leur nom pour être les actrices de leur propre libération. Cette proposition de loi, malgré certaines avancées,"
"PA330684,2020-01-28,Boyer, Valérie","parentale pour le parent condamné. La mesure avait été rejetée par votre Gouvernement et votre majorité, mais",a été réintégrée,"grâce à la mobilisation de l'' opposition en commission mixte paritaire. Ainsi, ce qui était considéré"
"PA330684,2020-01-28,Boyer, Valérie",et discrétionnaire de traiter le travail parlementaire. Si je n'' avais pas bataillé tout l'' après-midi pour que ces,amendements soient réintégrés,"dans la discussion, ils ne l'' auraient pas été – ce n'' est vraiment pas une façon de travailler ! Très bien, bravo ! Je vous"
",2020-01-28,","France . En effet, comme vous le savez, la France mène la campagne de ratification mondiale de cette convention et nous",nous sommes engagés,"à mettre notre droit en conformité avec elle. Or, selon le GREVIO , notre droit ne définit pas suffisamment la notion de"
"PA719624,2020-01-29,Couillard, Bérangère","l'' incarcération. Or , ici, l'' auteur des faits est déjà incarcéré. Vous édictez donc une règle dont le viol pourrait ne",pas être sanctionné,". En droit, c'' est vraiment problématique. En second lieu, je ne vois pas comment ces interdictions pourraient être"
"PA722086,2020-01-29,Taquet, Adrien",de la République que la vie de sa patiente est en danger immédiat – c'' est la précision qu'' il vous sera proposé d'' adopter –,ne sera pas sanctionné,". À l'' issue du Grenelle sur les violences conjugales, durant lequel cette problématique a émergé, des travaux ont été"
"PA722086,2020-01-29,Taquet, Adrien",". À l'' issue du Grenelle sur les violences conjugales, durant lequel cette problématique a émergé, des travaux",ont été engagés,"avec le Conseil national de l'' Ordre des médecins . Agnès Buzyn , ministre des solidarités et de la santé, et Marlène"
"PA719624,2020-01-29,Couillard, Bérangère","situations les plus graves, celles dans lesquelles la vie de la victime se trouve en danger immédiat. Enfin, comme je m''",y étais engagée,"en commission, nous supprimons la référence à l'' intime conviction. Ce vocabulaire de cour d'' assises était très"
",2020-01-29,","à la saisie. J '' ai également rappelé que si le défendeur détenait déjà des armes, une procédure de remise des armes",devait être engagée,"auprès des services de police et de gendarmerie. En cas de refus de la personne de remettre ses armes, le préfet devra"
",2020-01-29,","que la police judiciaire devait être placée sous le contrôle de l'' autorité judiciaire, dont les décisions doivent",donc être respectées,". Pour ces différentes raisons, j'' émets un avis défavorable. La parole est à M. Antoine Savignat . Je ressens une"
"PA605991,2020-01-29,Genevard, Annie","de notre Assemblée , une telle demande n'' est pas recevable pour un amendement qui a déjà été présenté et sur lequel la",discussion est engagée,". La parole est à Mme Laetitia Avia . J'' aimerais souligner, en réaction aux deux dernières interventions, que la"
"PA722086,2020-01-29,Taquet, Adrien","l'' ensemble du Gouvernement – et notamment avec les deux membres ici présentes –, Nicole Belloubet et moi-même nous",nous sommes engagés,"à mener un travail d'' envergure pour garantir que le FIJAIS soit effectivement consulté, dans des délais raisonnables"
"PA330684,2020-01-29,Boyer, Valérie","dans certaines juridictions, mais pas ailleurs. Pourquoi ne pouvons -nous pas connaître les endroits où des",poursuites sont engagées,"et ceux où ce n'' est pas le cas, alors que cette demande est ancienne ? L'' amendement n° 167 de M. Stéphane Peu est défendu."
"PA721166,2020-01-29,Cazebonne, Samantha","dans un autre pays, avec leur enfant, sans possibilité de regagner la France . Je prends la parole en leur nom, car nous",nous sommes engagées,", avec ma collègue Amélia Lakrafi , à faire entendre leur voix dans cet hémicycle. Savez - vous par exemple que ces femmes"
"PA759832,2020-01-30,Pannier-Runacher, Agnès","bien expliqué la situation. Nous voulons faire en sorte que le système fonctionne, que ceux qui abusent du démarchage",téléphonique soient sanctionnés,"de telle manière qu'' ils n'' aient plus intérêt à continuer. Selon moi, ceux qui respectent la loi ne doivent pas subir les"
"PA759832,2020-01-30,Pannier-Runacher, Agnès","bien expliqué la situation. Nous voulons faire en sorte que le système fonctionne, que ceux qui abusent du démarchage",téléphonique soient sanctionnés de telle manière qu,"'' ils n'' aient plus intérêt à continuer. Selon moi, ceux qui respectent la loi ne doivent pas subir les conséquences des"
"PA718850,2020-01-30,Cordier, Pierre",ce que vous venez dire était drôle ! Vous êtes favorable à la mesure mais défavorable à mon amendement parce que vous vous,y êtes engagée,... C '' est à mourir de rire ! Quel est l'' avis du Gouvernement ? Essayons d'' éviter ce genre de discussion. C '' est une
"PA759832,2020-01-30,Pannier-Runacher, Agnès",autorité administrative ni à un juge de décider de ne pas attribuer de nouveau numéro à des prestataires de services qui,auraient été sanctionnés,mais aux opérateurs eux-mêmes. Il nous semble en effet juridiquement fragile de confier à un opérateur téléphonique
"PA268019,2020-01-30,Lagarde, Jean-Christophe",: celui de l'' histoire institutionnelle de la Nouvelle-Calédonie et du processus d'' autodétermination dans lequel,elle est engagée,depuis plus de trois décennies. Au moment d'' aborder la question sensible et cruciale du corps électoral pour la
"PA268019,2020-01-30,Lagarde, Jean-Christophe",exemplaires dans lesquelles s'' étaient déroulées les opérations électorales. Comme les partenaires s'',y étaient engagés,"au comité des signataires, le problème de l'' absence de Calédoniens relevant du corps référendaire sur la liste"
"PA266797,2020-01-30,Gosselin, Philippe",du droit commun et ceux qui relèvent du statut coutumier. Il me semble que ce bel accord et le principe qui en découlait,devaient être respectés,"– ce que la loi a entériné. Aujourd''hui, devons -nous conserver l'' approche consensuelle ou tirer les conclusions d'' un"
"PA266797,2020-01-30,Gosselin, Philippe",doit se dérouler dans les mêmes conditions que celles qui ont donné lieu au premier scrutin. Le principe d'' égalité,doit être respecté,afin que la sincérité et la légitimité du scrutin ne puissent être remises en cause. La parole est à M. Moetai Brotherson
"PA720908,2020-01-30,Moutchou, Naïma","de la Nouvelle-Calédonie , nous compris bien sûr, ont la responsabilité historique d'' accompagner le processus qui s",'' est engagé,"depuis 1988. Chacun a en tête, bien sûr, l'' histoire de la Nouvelle-Calédonie . Chacun sait combien celle-ci aime"
"PA720908,2020-01-30,Moutchou, Naïma",est que tous les électeurs soient identifiés et contactés personnellement pour être inscrits. Le haut-commissaire s,'' est engagé,à la fin de l'' année 2019 dans un grand plan d'' accompagnement et d'' encouragement à l'' inscription. Ce travail important
"PA720908,2020-01-30,Moutchou, Naïma","est là, si la proposition de loi organique devait être adoptée, que la date du référendum prévu le 6 septembre prochain",ne soit pas respectée,", compte tenu des aléas du calendrier parlementaire auxquels s'' ajoute la saisine du Conseil constitutionnel et la"
"PA720908,2020-01-30,Moutchou, Naïma","est là, si la proposition de loi organique devait être adoptée, que la date du référendum prévu le 6 septembre prochain","ne soit pas respectée , compte tenu",des aléas du calendrier parlementaire auxquels s'' ajoute la saisine du Conseil constitutionnel et la période de
"PA610775,2020-01-30,Gomès, Philippe","répondre ont été formulées par la ministre. S '' agissant du référendum, on nous dit que la date du 6 septembre 2020 ne",pourra être respectée,"si nous adoptons la proposition de loi. Selon le Conseil d'' État , il est possible de l'' organiser jusqu'' au 3 novembre"
"PA337633,2020-01-30,Girardin, Annick","un débat politique, un débat légitime. Mais ce débat ne repose pas sur le constat que les engagements de l'' État n'' ont",pas été respectés,ou sur celui que le haut-commissaire de la République a échoué à sensibiliser l'' ensemble des personnes concernées. Ce
"PA332228,2020-01-30,Benoit, Thierry","zones d'' ombre, cette opacité, ne peuvent perdurer ! Le principe d'' indépendance fonctionnelle inhérent aux AAI doit",évidemment être respecté,mais ne justifie en aucun cas la constitution de régimes d'' exceptions. C '' est juste ! Telle est l'' idée qui a guidé la
"PA719938,2020-01-30,Fesneau, Marc",". En effet, soucieux de l'' exemplarité des présidents d'' AAI et d'' API, le législateur – vous l'' avez également rappelé – s",'' est engagé,"dès l'' été dernier dans la voie de l'' encadrement et de la clarification de leurs rémunérations, en adoptant la loi de"
"PA719938,2020-01-30,Fesneau, Marc",". En effet, soucieux de l'' exemplarité des présidents d'' AAI et d'' API, le législateur – vous l'' avez également rappelé – s",'' est engagé dès l'' été,"dernier dans la voie de l'' encadrement et de la clarification de leurs rémunérations, en adoptant la loi de"
"PA719938,2020-01-30,Fesneau, Marc",Vichnievsky . La loi a prévu que les modalités d'' application de la mesure seraient fixées par un décret. Comme nous nous,y étions engagés,", je vous confirme que le Gouvernement a transmis le projet de décret au Conseil d'' État le 24 janvier. Nous attendons l''"
"PA719938,2020-01-30,Fesneau, Marc","droit commun. Le législateur, soucieux de l'' exemplarité des présidents d'' AAI et d'' API, corollaire de leur mission, s",'' est déjà engagé,"dans une limitation de ce cumul au-delà de ce que prévoit le droit commun. La dérogation au droit commun, ici, va dans le"
"PA267780,2020-01-30,Firmin Le Bodo, Agnès","des personnes diabétiques fut posée au Gouvernement en 1983 ! En janvier 2017, Marisol Touraine , alors ministre, s",'' était engagée,", en réponse là aussi à une question au Gouvernement , à réviser les textes concernés. Plus de deux ans après, en mars 2019"
"PA336175,2020-01-30,Pinel, Sylvia","des diabétiques de certaines professions. Le principe de listes, discriminatoire car systématique et général",", sera remplacé",par un système d'' évaluation au cas par cas de l'' aptitude des candidats. Cette disposition nous semble mesurée et
"PA719608,2020-01-30,Ménard, Emmanuelle",plus longtemps ? Ce serait d'' autant plus incompréhensible que je rappelle que Mme la ministre Marisol Touraine s,'' était déjà engagée,", en 2017, à faire bouger les choses. On était en fin de règne ! Il ne nous restait que deux mois... L'' actuelle ministre de"
"PA342415,2020-02-04,Battistel, Marie-Noëlle","connais bien, pour avoir été sollicitée par les personnels dans la circonscription dont je suis élue ; cette démarche y",a été engagée,"dans deux communes, Fontaine et Saint-Martin-d''Hères . Les conséquences sont réelles. Le soir , les personnels de"
"PA342415,2020-02-04,Battistel, Marie-Noëlle",", les salariés doivent passer leur temps à remettre les lieux en état après la mise à sac des rayons la veille. La loi n",'' est pas vraiment respectée,", puisque les mineurs ont un accès quasi-libre au rayon des alcools, avec tous les risques que l'' on connaît pour la santé"
"PA330357,2020-02-04,Dussopt, Olivier","département, afin que les services de l'' État puissent aussi coordonner leur action et veiller à ce que l'' ensemble des",réglementations soient respectées,"dans les enseignes que vous avez citées. La parole est à Mme Marie-Noëlle Battistel . Monsieur le secrétaire d'' État , je"
"PA719218,2020-02-04,Berville, Hervé","financiers du contrat de plan État-région 2015-2020 , dont le volet relatif aux mobilités a été prolongé jusqu'' en 2022",", seront respectés",et que le soutien déterminant de l'' État restera à la hauteur ? La parole est à M. le secrétaire d'' État chargé des
",2020-02-04,",tribunal du travail et le tribunal mixte de commerce. Des recherches foncières pour la bonne réalisation du projet ont,déjà été engagées,". Pour ce qui est de la création d'' études d'' huissiers de justice et de notaires à Mayotte , les bureaux annexes semblent"
"PA720552,2020-02-04,Rauch, Isabelle","d'' administratif. Je souhaite, par conséquent, savoir à quelle hauteur et selon quel calendrier les moyens de l'' État",pourraient être engagés,. La parole est à M. le secrétaire d'' État auprès du ministre de l'' éducation nationale et de la jeunesse. Je vous prie d''
"PA332228,2020-02-04,Benoit, Thierry","de poche "" – son nom officiel est désormais "" chantiers et stages à caractère éducatif "". Historiquement , ce dispositif",a été engagé,"dans le cadre de la politique de la ville. Dans certaines régions, comme dans le département d'' Ille-et-Vilaine , en"
"PA719330,2020-02-04,Gouttefarde, Fabien",nos concitoyens au réseau à très haut débit constitue un enjeu économique et social majeur pour les territoires. Nous,nous sommes engagés,collectivement à livrer à 100 % de nos concitoyens un accès à l'' internet très haut débit d'' ici à 2025. Cela demande un
"PA759834,2020-02-04,Nuñez, Laurent",", année après année : d'' ici à la fin du quinquennat, 10 000 fonctionnaires de police et militaires de la gendarmerie",auront été recrutés,. Les modes d'' action et la priorité donnée au terrain sont tout aussi importants. C '' est tout le sens de la police de
"PA759834,2020-02-04,Nuñez, Laurent","de plus de 1 milliard d'' euros. D '' ici à la fin du quinquennat, ce sont 10 000 policiers et gendarmes supplémentaires qui",auront été recrutés,". Nous avons également déployé la police de sécurité du quotidien, partout – partout, monsieur Aliot ! – sur le"
"PA721210,2020-02-04,Corbière, Alexis","à terre, des tirs à bout portant, des jets de grenade à hauteur de visage : sauf erreur de ma part, rien de tout cela n''",a été sanctionné,"à ce jour. Le ministre de l'' intérieur a déclaré : "" Les échanges élèvent le débat, la violence le salit. "" Il est temps de"
"PA335999,2020-02-04,Batho, Delphine","simples. Oui ou non, le glyphosate va -t - il être interdit à la fin de cette année comme le Président de la République s''",y était engagé,"? Oui ou non, le Gouvernement , qui en a le pouvoir, va -t - il suspendre l'' autorisation de mise sur le marché des SDHI ? Oui"
"PA759834,2020-02-04,Nuñez, Laurent","savent plus distinguer les notions de risque et de danger, où allons - nous ? Quant à la transparence, le Gouvernement s",'' est engagé,"à communiquer les données de vente pour 2019 dès le printemps 2020. Pour ce qui est spécifiquement de vos questions, je"
"PA719914,2020-02-04,Darrieussecq, Geneviève","territoires par la fermeture de maternités. Dès le printemps 2019, la ministre des solidarités et de la santé s",'' est engagée,à instaurer un droit – engagement qu'' a concrétisé la dernière loi de financement de la sécurité sociale – garantissant
"PA721226,2020-02-04,Rubin, Sabine","réprimez cette contestation qui stupéfie toute la communauté éducative. Tout à fait ! Bien sûr, comme de juste, les",professeurs sont sanctionnés,". Mais – et c'' est là un cas d'' école –, les élèves eux-mêmes font désormais l'' objet de votre répression : forces de l'' ordre"
"PA608741,2020-02-04,Tolmont, Sylvie",plus inquiétant : les professeurs en grève et les élèves subissent pressions et menaces. Des dizaines d'' élèves de,première sont menacés d'' être sanctionnés,"d'' un zéro à leur examen pour leur participation réelle ou supposée à des blocages. Depuis vendredi, ce sont plus d'' une"
"PA608741,2020-02-04,Tolmont, Sylvie",professeurs en grève et les élèves subissent pressions et menaces. Des dizaines d'' élèves de première sont menacés d,'' être sanctionnés,"d'' un zéro à leur examen pour leur participation réelle ou supposée à des blocages. Depuis vendredi, ce sont plus d'' une"
"PA331481,2020-02-04,Le Maire, Bruno",répondez pas à la question ! M. Kohler n'' est pas intéressé ? Toutes les grandes entreprises dans lesquelles l'' État a une,participation sont engagées,"dans la transition énergétique. Deuxièmement, je sais que vous attachez beaucoup d'' importance à l'' égalité entre les"
"PA722086,2020-02-04,Taquet, Adrien",choc démographique à venir. Plusieurs mesures ont été annoncées et sont en cours d'' application. Une première série de,mesures est engagée,dans le projet de loi de financement de la sécurité sociale pour 2020 avec près de 500 millions d'' euros pour le secteur du
"PA729332,2020-02-04,Denormandie, Julien","supplémentaires à cet effet, à hauteur de 45 millions d'' euros. Plus encore, la structuration de cette politique",publique est engagée,": désormais, un service public ira au-devant des personnes qui vivent dans des centres d'' hébergement d'' urgence et à la"
"PA759832,2020-02-04,Pannier-Runacher, Agnès",5G est aujourd''hui testée dans des sites particuliers où des mesures sont prises régulièrement pour vérifier que les,seuils sont respectés,". Troisièmement, qui a saisi l'' ANSES ? Le Gouvernement , monsieur le député ! Non pas pour constater qu'' il n'' existe pas d"
",2020-02-04,","Gouvernement , qui lui apportera deux types de réponses. La première est immobilière. Le Président de la République s",'' est engagé,"à créer 15 000 places de prison d'' ici à 2027, nous investissons 1,7 milliard d'' euros d'' ici à 2022 et nous allons"
"PA415452,2020-02-04,Guillaume, Didier","- moi de vous remercier du travail que vous effectuez dans votre territoire, notamment pour la pêche. Je sais que",vous êtes toujours engagé,au service de l'' intérêt général. Vous dites que la France n'' est pas préparée au Brexit . Mais – nous en avons déjà parlé
",2020-02-04,",pour la métropole que pour l'' outre-mer. Votre question est pour moi l'' occasion de le préciser et de confirmer que cette,règle est respectée,. Il faudrait faire venir Mme Royal à l'' Assemblée ! Nous avons terminé les questions au Gouvernement . La séance est
"PA642868,2020-02-04,Christophe, Paul",", conformément à la loi du 20 juin 2016 pour l'' économie bleue, une simplification des procédures administratives",a été engagée,pour viser à améliorer la compétitivité des entreprises maritimes ainsi que l'' efficience des services. Pouvez - vous
"PA721872,2020-02-04,Poirson, Brune","s'' agit d'' une filière importante pour notre économie littorale, et je tiens à féliciter tous les professionnels qui s''",y sont engagés,". Nous développons également des contrôles plus nombreux des navires qui font escale dans les ports français, car,"
"PA721872,2020-02-04,Poirson, Brune","escale dans les ports français, car, aujourd''hui, le combat se mène au niveau international. C '' est pour cela que la",France est notamment très engagée,au sein de l'' Organisation maritime internationale lors des négociations environnementales. Que ce soit en matière
"PA721872,2020-02-04,Poirson, Brune","à Mme la secrétaire d'' État . Madame Trastour-Isnart , comme vous le savez, le ministère de la transition écologique et",solidaire est engagé,depuis 2017 dans la création d'' une zone de contrôle des émissions d'' oxyde de soufre et d'' azote en Méditerranée . Après
"PA721872,2020-02-04,Poirson, Brune",". Or , vous le savez comme moi, agir est bien plus compliqué que parler. Avec la majorité, le Gouvernement entend agir.",Il est engagé,"de manière ambitieuse dans la lutte contre la pollution causée par les plastiques. Je sais, madame la députée, que le"
"PA721872,2020-02-04,Poirson, Brune",se contentent d'' annoncer qu'' ils vont supprimer les petits objets en plastique à usage unique quand la France s'',y est fermement engagée,: nous aurons supprimé une trentaine d'' objets en plastique à usage unique au plus tard dans trois ans. Mais nous voulons
"PA719608,2020-02-04,Ménard, Emmanuelle",". Pour cette partie du littoral, êtes - vous prête à vous affranchir de la stratégie nationale relative au littoral ? Le",Gouvernement est aujourd''hui engagé,"dans la réflexion sur le projet de loi 3D, relatif à la décentralisation, à la différenciation et la déconcentration."
"PA721836,2020-02-04,Barrot, Jean-Noël",aux partenaires sociaux et au Gouvernement pour aboutir à un projet commun. La conférence de financement qui s,'' est engagée,constitue à cet égard une véritable marque de confiance à l'' égard des partenaires sociaux. C '' est dans cet esprit de
"PA267330,2020-02-04,Zumkeller, Michel","nous paraît plus équitable à tous les niveaux. Pendant la campagne présidentielle, le candidat Emmanuel Macron s",'' était d'' ailleurs engagé,"à faire converger la quarantaine de régimes de retraite en un système universel, un système par points où "" 1 euro cotisé"
"PA720692,2020-02-04,Roussel, Fabien","% actuels à 12,9 %. Cela figure en toutes lettres dans l'' étude d'' impact que nous avons reçue, à la page 176. Alors que vous",vous étiez engagés,"à maintenir cette part à 14 %, vous annoncez aujourd''hui qu'' elle baissera de plus de 1 % d'' ici à 2050 ; c'' est donc pire"
"PA703535,2020-02-05,Lemoyne, Jean-Baptiste",", nous étions à l'' avant-garde il y a quelques mois – c'' est une façon pudique de dire que nous étions isolés –, mais nous",avons été rejoints,. Nous nous réjouissons que l'' ambition environnementale puisse s'' inscrire dans la politique commerciale. La
"PA720870,2020-02-05,Mbaye, Jean François","de l'' égalité entre les sexes. Le Gouvernement entend -il mettre cette opportunité à profit pour lancer, comme s''",y était engagé,"le Président de la République en octobre dernier, une initiative concernant la santé infantile, maternelle,"
"PA703535,2020-02-05,Lemoyne, Jean-Baptiste",bailleur bilatéral du secteur après l'' Allemagne et les États-Unis ; les crédits de l'' AFD ont doublé en 2019 ; nous,nous sommes engagés,"lors de la conférence de reconstitution du Partenariat mondial pour l'' éducation , qui s'' est déroulée en février 2018"
"PA720892,2020-02-05,Panot, Mathilde",", n'' ayant pas de besoins fondamentaux comme se loger, se nourrir ou se chauffer, seraient tous à égalité et que leur",dignité serait enfin respectée,". Un avantage certain serait surtout, pour vous, que les morts sont des citoyens silencieux, contre lesquels vous n''"
"PA721996,2020-02-05,Loiseau, Patrick","Camus . Cette citation résume bien les enjeux de cette réforme, dans laquelle ces deux priorités sont conjuguées. La",justice est respectée,"– et je parle bien ici de justice sociale : le système sera plus juste, pour ceux ayant connu des carrières hachées et pour"
"PA717153,2020-02-05,Buzyn, Agnès","? La parole est à Mme la ministre . Madame Panot , comme vous le savez, le droit de grève a une valeur constitutionnelle ;",il est fort heureusement respecté,"dans notre pays. Il faut aussi respecter la loi, qui rappelle que les violences ne sont pas acceptables. Il ne s'' agit pas"
"PA717153,2020-02-05,Buzyn, Agnès",à ma réponse sur le fond : cette réforme est profondément sociale et redistributive ; elle profitera aux personnes qui,ne sont jamais représentées,", n'' ont pas le temps de défiler dans la rue, et ne sont pas défendues par les organisations syndicales : les femmes aux"
"PA717153,2020-02-05,Buzyn, Agnès","carrières les plus hachées ... C '' est faux ! Vous ne pouvez pas dire ça, madame la ministre ! ...les plus précaires. Elles",ne sont pas représentées,"; la réforme, vous le savez, leur bénéficiera. Vous mentez, et vous le savez ! S '' il vous plaît, madame Panot ! Elles"
