"corpus","preloaded/ske_parlamint21_fr"
"subcorpus","-"
"concordance size","1193"
"query","Query:[lemma=""se""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""je""] []{0,3} [lemma=""me""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""tu""] []{0,3} [lemma=""te""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""vous""] [tag!=""Fc""]{0,3} [lemma=""vous""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""nous""] [tag!=""Fc""]{0,3} [lemma=""nous""] [lemma=""faire""] []{0,3} [tag=""V.N.*""]"
"Reference","Left","KWIC","Right"
"PA332523,2019-11-26","du réchauffement climatique pour les forêts de France en général et du Haut-Jura en particulier, conséquences qui","se font sentir","sur le plan environnemental autant que sur le plan économique. La forêt de mon département est composée en grande"
"PA719272,2019-11-26","taux zéro n'' est ni une niche fiscale ni un produit financier. Il ne repose sur aucun effet d'' aubaine. Le jeune couple qui","se fait construire","un logement en ayant recours à ce dispositif a pour objectif de s'' y installer, non de le revendre avec une plus-value à"
"PA415452,2019-11-26","ont brûlé : ce n'' est pas acceptable ! Depuis des mois maintenant, des agriculteurs travaillant dans les champs","se font expulser","de leur tracteur et sont traités de pollueurs et d'' empoisonneurs. C '' est inacceptable ! Monsieur Lavergne , vous,"
"PA331567,2019-11-26","de son autonomie. Dimanche dernier, c'' est par la voix la plus pacifique qui soit que les Hongkongais ont décidé de","se faire entendre",": celle des urnes. Le revers électoral cinglant subi par le camp des pro-Pékin est sans appel : les partisans de la"
"PA719660,2019-11-26","vient du fait que beaucoup d'' entre eux, même lorsqu'' ils pourraient accueillir plus d'' enfants, n'' ont pas de moyens de","se faire connaître","des parents désireux de trouver un mode de garde proche de chez eux. En tant que secrétaire d'' état, mon rôle est de"
"PA718926,2019-11-26","par les assistantes maternelles de mon département, qui se tiennent mobilisées et se sont organisées afin de","se faire entendre",". Elles ont soulevé des objections aux dispositions de l'' article 49. Quant à moi, je ne voudrais pas que ce site internet"
"PA720286,2019-11-26",", ... Il faut conclure, madame Fiat . ...des lits supplémentaires. Il faut respecter les Français qui vont","se faire soigner",". La situation sanitaire est critique. Sauvez les Français , sauvez nos patients ! La parole est à M. Joël Aviragnet ."
"PA719504,2019-11-28","impact sera effectivement plus fort dans les zones tendues, là où les Français ont énormément de mal à se loger, mais il","se fera également sentir","sur les prix, demain si ce n'' est aujourd''hui, dans les zones détendues. À titre personnel, je ne voterai pas l''"
"PA607553,2019-11-28","des outils de planification et de programmation, car, encore une fois, le manque d'' une vision holistique du foncier","se fait terriblement sentir","– en la matière, nous parlons d'' expérience. Par conséquent, ces amendements m'' embarrassent beaucoup. Nous"
"PA642847,2019-11-28","grand la porte. Une expropriation deviendra -t - elle possible pour répondre par anticipation à un besoin qui pourrait","se faire sentir","dans cinquante ou cent ans ? Jusqu'' où cela peut -il nous mener ? Je ne suis pas certain que l'' article 6 bis, tel qu'' il est"
"PA642847,2019-11-28","un avis défavorable au sous-amendement. La parole est à M. Thibault Bazin . Monsieur le ministre , si votre majorité","se fait déborder","par le groupe minoritaire de la majorité, il vaudrait mieux éviter le pire en adoptant mon sous-amendement, au sujet"
"PA340853,2019-12-03","! Par la loi, nous venons d'' acter un relèvement du numerus clausus. Mais les premiers effets de cette mesure ne","se feront sentir","qu'' en 2030. Or il y a urgence, madame la ministre. C '' est vrai ! Parce qu'' il y a urgence, un certain nombre de"
"PA607619,2019-12-03","que ce constat est ancien : notons, cependant, qu'' entre les accords de libre-échange, la loi EGALIM – dont les effets","se font attendre","– et la révision de la PAC, la politique agricole commune, les motifs d'' inquiétude et de colère s'' accumulent. Si les"
"PA720286,2019-12-03","à l'' ordre avec inscription au procès-verbal ! Je vous remercie. Nous passons au vote. Il s'' en faut de peu désormais que","nous nous fassions librement insulter","! N '' en prenez pas l'' habitude ! La parole est à Mme Monique Limon . La France est l'' un des tout premiers consommateurs de"
"PA1874,2019-12-03",", comme nous sommes très défaillants, viennent de plusieurs mosquées – de Paris , d'' Évry ou de Lyon –, à tour de rôle, en","se faisant payer","par les abattoirs puisqu'' ils leur rendent un service. Et donc ? C '' est une réalité commerciale : il faut le savoir."
"PA332228,2019-12-04","grands distributeurs, Carrefour , Leclerc et consorts. Depuis un demi-siècle, le pauvre consommateur, dans ce pays,","se fait donc "" balader",""" : dans les rayons de la grande distribution, on lui vend ce qu'' on veut bien lui vendre. Dans ces conditions, la"
"PA721514,2019-12-09",", des associations et des opérateurs de déchets. Ce comité rendra des avis publics dans nombre de domaines et pourra","se faire communiquer","des informations. Il sera ainsi en mesure de faire intégrer par les producteurs la nécessité d'' anticiper la collecte"
"PA605518,2019-12-10","à usage unique en 2040. Adoptons une autre mesure concrète qui favorise le pouvoir d'' achat des Français et leur évite de","se faire tromper",", tout en répondant à un enjeu planétaire. L'' adoption de ces amendements serait un symbole extraordinaire et je"
"PA720764,2019-12-13",". Cet amendement tend à ce que les étudiants puissent apporter un contenant alimentaire à la cantine du CROUS afin de","se faire servir",", lorsqu'' il reste des plats préparés pour le déjeuner après le service, un second repas chaud à emporter, à moindre coût"
"PA721506,2019-12-13","tapis d'' orient. Elles polluent bien sûr visuellement, mais ont aussi un coût environnemental. Peut-être arriverai -","je cette fois à me faire entendre","au sujet de cette pollution qui abîme et induit, elle aussi, un coût pour la collectivité. Quel est l'' avis de la"
"PA721872,2019-12-13","en revenir à la publicité, il ne serait pas non plus très utile d'' interdire à ceux qui ont des pratiques vertueuses de","se faire connaître",". Il y a là aussi une difficulté. J'' émets donc un avis défavorable – ce qui ne nous empêche pas de continuer à travailler"
"PA331481,2019-12-16","accompagner et les soutenir dans cette période de fêtes où l'' activité est habituellement soutenue. Des difficultés","se font également ressentir","au niveau international puisque la croissance mondiale continue de ralentir, en particulier en raison des"
"PA266808,2019-12-17","mois, de nombreux fournisseurs refusent de livrer les sites à cause des difficultés qu'' ils rencontrent pour","se faire payer",". La maison mère, Ferroglobe , a, semble -t - il, récupéré des crédits de trésorerie, mais cet argent va soulager d''"
"PA722054,2019-12-17","répéter jusqu'' à ce qu'' elle se taise et qu'' elle arrête d'' être aussi désagréable dans l'' hémicycle. Fait personnel !","Je me fais insulter","! Fait personnel, cela fait trois fois que vous le dites ... Ça commence à bien faire, vos histoires. Si vous voulez, on va"
"PA721418,2019-12-18","de se "" glyphosater "" en leur expliquant qu'' il faut reporter la mesure toujours plus tard alors qu'' ils vont","se faire engueuler","par leurs électeurs lorsqu'' ils reviendront devant eux, nous ne leur rendons pas service. N'' importe quoi ! En l''"
"PA721872,2019-12-18","le sont, n'' ont pas d'' exutoire pour les déchets, sinon au prix d'' un transport particulièrement coûteux et dont le poids","se fait sentir",", alors que la Corse peut bénéficier, et bénéficie d'' ailleurs déjà, d'' un accès aux infrastructures de traitement et de"
"PA720684,2020-01-07","si les États-Unis avaient prévenu la France . Ma question est donc simple : à quoi sert -il que le président Macron aille","se faire épousseter","les pellicules dans le bureau ovale ? La parole est à M. le secrétaire d'' État . La situation est suffisamment grave,"
"PA720256,2020-01-07","en milieu de carrière. Leurs rémunérations ne comportent pas de primes, ou très peu. Très juste ! Déterminés à","se faire entendre",", les professeurs s'' inquiètent aussi de l'' idée de "" contreparties "" qui circule ici où là, alors que leur métier n''"
"PA267780,2020-01-08","s'' est fait doubler sur la gauche par la crise des gilets jaunes, sur la droite par la crise dans les hôpitaux, et vient de","se faire tacler","par la réforme des retraites. Nous sommes dans une période de vœux : je crois que beaucoup de parlementaires"
"PA720644,2020-01-08","soins "" n'' est connu qu'' au milieu de l'' année en cours, vous comprendrez que l'' évolution – si évolution positive il y a – ne","se fera pas ressentir","de sitôt sur le terrain. Sur quels critères seront attribués, par EHPAD, les moyens supplémentaires indispensables"
"PA718706,2020-01-15",", donnons l'' exemple d'' une personne victime, à 57 ans, d'' un accident entraînant l'' apparition d'' un handicap et qui","se ferait aider","pendant dix, quinze, voire vingt ans par son conjoint sans demander la PCH . Il paraît cohérent que, lors d'' un"
"PA695100,2020-01-16","'' influencer l'' exercice des compétences de la collectivité locale "", un droit qui va bien au-delà du droit d'' élire ou de","se faire élire","membre d'' une assemblée délibérante. Enfin il introduit un droit de participer aux affaires, qu'' on soit électeur ou"
"PA720598,2020-01-16",". Les idées qui sous-tendent la rédaction du protocole répondent au besoin de proximité de l'' action publique qui","se fait sentir","en France et s'' est récemment manifesté. Nous devons par exemple accroître le rôle de la vie associative, élément"
"PA719660,2020-01-21","à la génération précédente. Cette baisse est ensuite une conséquence de la crise économique de 2018 dont les effets","se font connaître","aujourd''hui. La France reste néanmoins le pays d'' Europe qui bénéficie du plus fort taux de fécondité. Plusieurs"
"PA719286,2020-01-21","visant à rediriger les patients des urgences vers la médecine libérale, donc à payer les gens pour que des malades ne","se fassent pas ne pas soigner","par le service public. Aucun territoire, aucun hôpital n'' est épargné par cette situation, de Bonifacio à Dunkerque , d"
"PA721210,2020-01-21","sur la police aujourd''hui. C '' est du bashing aussi. Or il est devenu impossible de l'' exprimer dans le débat public sans","se faire accuser","de haïr les policiers. L'' utilisation du mot "" bashing "", qui ne veut rien dire, vise à empêcher tout débat. On critique"
"PA721210,2020-01-21","sur la police aujourd''hui. C '' est du bashing aussi. Or il est devenu impossible de l'' exprimer dans le débat public sans","se faire accuser de haïr","les policiers. L'' utilisation du mot "" bashing "", qui ne veut rien dire, vise à empêcher tout débat. On critique parfois"
"PA719866,2020-01-21","l'' a bien expliqué. D '' autre part, je ne vois pas en quoi votre suggestion résoudra le problème des agriculteurs qui","se font insulter","ou attaquer en raison de leur profession. Ce n'' est pas de la diffamation de les traiter d'' agriculteurs et de leur"
"PA719866,2020-01-21","l'' a bien expliqué. D '' autre part, je ne vois pas en quoi votre suggestion résoudra le problème des agriculteurs qui","se font insulter ou attaquer","en raison de leur profession. Ce n'' est pas de la diffamation de les traiter d'' agriculteurs et de leur reprocher d''"
"PA608016,2020-01-28","temps, un grand nombre de ministres font campagne et déploient leur énergie dans les élections municipales, soit pour","se faire élire",", soit pour soutenir d'' autres candidats. Ils préparent leur reconversion ! Certes, la tâche de maire ou d'' adjoint est"
"PA719624,2020-01-28",". Le Président de la République a appelé, à l'' UNESCO , à une prise de conscience. Je m'' en réjouis et les premiers effets","se font sentir",": une charte a été discutée et signée par des opérateurs d'' internet pour promouvoir le contrôle parental et la"
"PA719608,2020-01-28","après avoir subi des violences : c'' est bien trop peu ! Quand une femme a été battue et qu'' elle se rend à l'' hôpital pour","se faire soigner",", il lui est difficile d'' aller ensuite porter plainte au commissariat ou à la gendarmerie. Très souvent, entre l''"
"PA608695,2020-01-29","dans la difficulté, mais en explorant une autre piste. Il s'' agirait, lorsqu'' elles vont chez le médecin pour","se faire soigner",", non pas d'' imposer, d'' une certaine façon, au médecin de signaler la situation au procureur dès lors qu'' il y aurait"
"PA718780,2020-01-29","personnels en ligne, utilisation de données privées obtenues frauduleusement en ligne ; le conjoint peut également","se faire passer","pour sa partenaire en vue de lui nuire socialement – y compris professionnellement. Ce dernier comportement est"
"PA722086,2020-01-29","bien ! ...alors qu'' une décision du juge est aujourd''hui nécessaire. Ainsi, si ces personnes souhaitent à l'' avenir","se faire embaucher","dans une crèche ou dans un centre aéré – bref, travailler auprès d'' enfants –, elles ne pourront plus le faire, car elles"
"PA719608,2020-01-30","raison du degré d'' énervement des personnes – la situation ne doit pas être agréable non plus pour les démarcheurs, qui","se font souvent raccrocher","au nez –, il me paraîtrait opportun de prendre une mesure assez extrême, mais en l'' espèce raisonnable, en interdisant"
"PA610775,2020-01-30","en 2017. Il est malheureusement fréquent que l'' Union calédonienne , quand elle trouve des consensus à Paris ,","se fasse tancer","par sa base dès son retour à Nouméa . C '' est ainsi que devant le congrès, l'' Union calédonienne a affirmé que l'' accord"
"PA267330,2020-01-30","ne correspond pas à ce qu'' attendait Thierry Benoit : sa proposition de loi va beaucoup plus loin, parce que le besoin","se fait sentir","de bien plus de justice. Certains de nos collègues – principalement ceux du groupe MODEM – nous ont dit en commission qu''"
"PA719914,2020-02-04","le nombre d'' étudiants en médecine et de supprimer le numerus clausus. Néanmoins, les effets de cette décision ne","se feront pas sentir","avant une dizaine d'' années. Vous présentez une initiative particulièrement intéressante, puisque les acteurs"
"PA719946,2020-02-04","pas enseigner librement la Shoah . Il est inacceptable que, dans des hôpitaux, des hommes ou des femmes refusent de","se faire soigner","par des médecins ou des infirmiers parce qu'' ils sont de sexe opposé. Inacceptable aussi que, selon les chiffres de"
"PA1008,2020-02-05","de tutelle, Laurent Fabius . Cette loi devait faire l'' objet d'' une révision après cinq ans d'' application – révision qui","se fait quelque peu attendre",", compte tenu du programme de travail chargé de notre assemblée. Néanmoins, même si elle est arrivée à échéance, son"
"PA1874,2020-02-05","hésiter à le dire très explicitement. Il n'' est pas normal que le Mali , l'' un des pays les plus aidés, un pays où nos soldats","se font tuer",", ne délivre que 10 % des laissez-passer consulaires que nous lui demandons pour expulser ses ressortissants en"
"PA703535,2020-02-05","partenaires à améliorer la délivrance des laissez-passer consulaires et les résultats de cette action commencent à","se faire sentir",". Le nombre de laissez-passer consulaires délivrés est en augmentation grâce au travail de concertation régulier que"
"PA720892,2020-02-05","au logement, qui est un droit, devient un privilège avec les politiques que vous menez. S '' en prendre aux locataires ne","vous suffisait pas ; vous faites également perdre","des ressources importantes aux offices HLM, à hauteur de 1,5 milliard d'' euros. Or 1,5 milliard d'' euros perdus, cela"
"PA717153,2020-02-06","a instauré le reste à charge zéro pour permettre aux Français de s'' équiper de lunettes et de prothèses auditives et de","se faire enfin soigner","les dents, poser des prothèses, sans aucun reste à charge. Je resterai aussi la ministre qui a instauré la"
"PA721126,2020-02-11",", en 2015, l'' exécutif local a tenté d'' imposer un plan local d'' urbanisme opaque et mal ficelé, oui, ils ont dû, et su,","se faire entendre",". La défiance des Saint-Martinois est - elle fondée ? Elle est en tout cas légitimée par certaines prises de position"
"PA643127,2020-02-13",". Elle a une histoire. Elle ne veut pas être seulement appréhendée comme un paradis dans lequel on se rend l'' été pour","se faire bronzer",". La Corse doit être envisagée dans sa globalité, avec ses richesses, ses forces, ses femmes et ses hommes qui ont tant"
"PA719286,2020-02-13","au lendemain du drame. Une minute de silence préalable ne justifiera jamais qu'' une allégresse de fin de match","se fasse ensuite entendre","dans la nuit du 5 mai. Les marchands du Temple auraient dû comprendre d'' eux-mêmes que l'' on ne peut pas soutirer de l''"
",2020-02-13","! Ne faites pas croire que le handicap vous intéresse au plus haut point : en réalité, vous y voyez un objet médiatique qui","vous permet de vous faire mousser","! Nous avons déjà eu des passes d'' armes à ce sujet, et vous vous en êtes vanté dans les médias, depuis votre cuisine. Vous"
",2020-02-13","ce sujet, et vous vous en êtes vanté dans les médias, depuis votre cuisine. Vous choisissez des sujets bien "" pathos "", et","vous vous faites mousser","! Je ne voudrais pas qu'' un thème aussi important soit tourné en dérision. Le handicap est la priorité du quinquennat."
"PA608416,2020-02-13","62 Majorité absolue 32 Pour l'' adoption 40 Contre 22 Tiens, M. Le Gendre a disparu ! Il est peut-être déjà en train de","se faire recadrer","? La parole est à M. Yannick Favennec Becot , pour soutenir l'' amendement n° 3 qui tend à supprimer l'' article. La"
"PA720692,2020-02-17","de la réforme. Vous avez choisi d'' étudier le texte en procédure accélérée mais, dès lors que ses premiers effets","se feront sentir","en 2022, on n'' est pas à deux mois près ! Une réforme de notre système de retraite, qui concerne tous les Français et toutes"
"PA333818,2020-02-18","qui affectent les conditions de travail des magistrats et des greffiers. La grève, c'' est la grève ! Le principe est de","se faire entendre","! J '' ai donc exprimé hier mon soutien aux magistrats et aux greffiers qui, chaque jour, assurent le bon fonctionnement"
"PA721182,2020-02-18","à nos collègues que, sur leurs bancs, certains réfléchissent depuis quinze ans à instaurer un système comme celui que","nous proposons. Ils nous font donc bien rire","quand ils nous reprochent, à nous autres élus du MODEM , de ne pas avoir annoncé, pendant notre campagne, ce que nous"
"PA333818,2020-02-19","Vous l'' aurez sur les amendements suivants, monsieur Jumel . La parole est à M. Christian Hutin . Monsieur le président,","je viens de me faire injurier","publiquement par M. Nogal . Je voudrais savoir ce qui a été dit ! Vous parlez d'' injure, avec ce qu'' on entend ici toute la"
"PA720422,2020-02-19","niveau sonore des interventions, monsieur Quatennens . Parlons - nous plus calmement. Il faut bien élever la voix pour","se faire entendre","! Ce n'' est nullement nécessaire : vous vous faites très bien entendre en parlant dans le micro. Vous nous engueulez,"
"PA605991,2020-02-19",". Parlons - nous plus calmement. Il faut bien élever la voix pour se faire entendre ! Ce n'' est nullement nécessaire :","vous vous faites très bien entendre","en parlant dans le micro. Vous nous engueulez, vous aussi ? Pas du tout, monsieur le président Mélenchon , je ne m'' y"
"PA722202,2020-02-19","jurisprudence vous soit appliquée, chers collègues. C '' est comme dans la Résistance : quand on laisse l'' un des nôtres","se faire fusiller",", ... Oh là là... ...les autres le sont dans la foulée ! Traitez - nous de collabos, pendant que vous y êtes ! Vous risquez"
"PA720692,2020-02-20",", seuls les députés communistes avaient voté contre, comme 54 % de nos concitoyens. Parfois, la voix du peuple","se fait entendre","par le truchement d'' un groupe de députés, ... On l'' entend dans les élections, la voix du peuple ! ...minoritaires dans l"
"PA722142,2020-02-20",", s'' est remis en grève, Jeunes Turcs comme aînés ; la justice se retrouve bloquée dans ma région, et les conséquences","se feront sentir","jusqu'' en 2021. Le blocage ne concerne donc pas que cette assemblée : il touche le pays, notamment sa justice. J''"
"PA722202,2020-02-20",", cela heurte toujours ! Chez moi, on parle normalement, on n'' est pas né de la cuisse de Jupiter ; on parle simplement pour","se faire comprendre",". Pour ma part, je n'' oublie pas mes origines et je parle comme cela me vient. L'' expression m'' a simplement fait rire. En"
"PA720870,2020-02-20",""" petites connes "", je n'' accepte pas, je n'' accepterai plus – je vous le dis, monsieur Jumel – que l'' un d'' entre nous puisse","se faire traiter","de chien de garde. Personne n'' est le chien de garde de personne, ici. Ce sont des propos inacceptables ! Soit nous"
"PA720286,2020-02-21","'' ensemble de son parcours professionnel chez un même employeur ? Presque personne. C '' est vrai ! Forcément, puisqu'' on","se fait virer","! Plus pérenne enfin, puisqu'' une conférence de financement doit fixer les conditions de l'' équilibre en tenant compte"
"PA718926,2020-02-21","cache-misère, qui n'' a pas d'' autre fonction que le camouflage. Je ne voudrais pas, monsieur le secrétaire d'' État , que","vous vous fassiez choper","par la répression des fraudes pour publicité mensongère... Oh là là ! Depuis le début du débat, nous avons montré que,"
"PA609726,2020-02-21",". Quand bien même, celle-ci est un droit, le dernier droit, d'' ailleurs, qui reste à l'' opposition lorsqu'' elle cherche à","se faire entendre",". Ensuite, le Gouvernement est responsable devant le Parlement – ce n'' est pas le règlement mais la Constitution qui le"
"PA719930,2020-02-21",", puisque les gains de la richesse nationale bénéficieront plus aux actifs qu'' aux retraités. Par ailleurs,","vous prétendez que vous ferez contribuer","les très hauts salaires. Non : vous rendrez 4 milliards aux 1 % des Français les plus riches. Auxquels vous avez déjà"
"PA721210,2020-02-22","clown ? Monsieur le président, peut -on éviter de se parler ainsi ? Poursuivez, monsieur Corbière . Un peu de dignité !","Je me fais insulter",". Je n'' ai pas entendu l'' insulte. Moi si ! Nous l'' avons tous entendue ! Monsieur Corbière... Ce n'' est pas à moi qu'' il faut s"
"PA746,2020-02-22","aborde la valeur de service et ses modalités d'' actualisation au fil du temps : on est alors dans l'' incapacité totale de","se faire comprendre",". Or une réforme que l'' on ne parvient pas à expliquer crée de l'' anxiété. De nombreuses questions restent aujourd''hui en"
"PA718926,2020-02-23","pour carrière longue. Non, j'' ai dit que ce serait mieux ! À court terme, c'' est peut-être vrai, mais les effets","se feront sentir","sur les générations suivantes, puisque l'' âge de départ va reculer, y compris pour ces personnes - là – à moins que vous ne"
"PA609332,2020-02-23","elle n'' a pas encore répondu. L'' incident est clos, mais je vous prie de croire aussi qu'' il n'' est pas très agréable de","se faire rabrouer","comme vous venez de le faire depuis le fauteuil de la présidence, alors que je vous posais une question ouverte, sans"
"PA267289,2020-02-24",". Nous souhaitons que le Gouvernement prenne en considération les observations formulées par le Conseil d'' État en","se faisant assister",", si j'' ose dire, par cette institution extrêmement sérieuse. Cela permettrait de coller davantage à la réalité du"
"PA2150,2020-02-24","dans tous les pays ayant une activité financière incertaine ou considérée comme telle, les gens comprennent qu'' ils","se feront dévaliser","s'' ils s'' en remettent à la capitalisation. La parole est à M. Boris Vallaud . La rémunération des agents publics est"
"PA605991,2020-02-24","d'' y travailler, comme nous l'' avons affirmé hier au cours des débats ! Scandaleux ! Il est inutile de crier pour","se faire entendre",", monsieur Lavergne . La parole est à M. Thibault Bazin . Nous avons eu droit à une double ration de La République en marche"
"PA720630,2020-02-25","? Oui, vous le méprisez quand vous ne faites pas le nécessaire pour consolider la PAC – politique agricole commune ! Oui,","vous le méprisez quand vous faites voter","des lois nourrissant des espoirs déçus, qui n'' améliorent rien sauf votre conscience, et qui plombent la production !"
"PA720598,2020-02-25","jeunes, peu ou pas diplômés, peu familiers des stades et issus de territoires parfois oubliés ; elle leur a permis de","se faire repérer","par leur comportement ou leur savoir-être, souvent aussi importants que les compétences. Un an après la première"
"PA718720,2020-02-25","lorsqu'' il atteint l'' âge moyen d'' espérance de vie. Ce n'' est malheureusement pas le cas. Ceux qui vivent plus longtemps","se font donc payer","leur retraite en partie par ceux qui vivent moins longtemps. Ce n'' est pas une loterie ; nous savons que certaines"
"PA721418,2020-02-26","ne pas surenchérir dans l'' humour, particulièrement quand ce dernier n'' est pas de très bon goût. Dans le cas contraire,","je me ferai un plaisir de rapporter","certaines des remarques, pas toujours reluisantes, qui sont formulées hors micro dans cet hémicycle. Je demande une"
"PA720422,2020-02-26","en train de vivre avec la crise du coronavirus ! Voyez ses effets sur l'' économie : ils sont déjà avérés et sans doute","se feront - ils sentir","encore plus fortement ! Étiez - vous en mesure de prévoir cette crise et d'' imaginer les nouvelles projections de"
"PA720692,2020-02-27","ces professions, y compris les avocats, d'' arrêter de faire grève en en appelant à leur responsabilité. Mais comment","se fait -on entendre","dans ce pays ? Comment exprimer ses revendications ? En le faisant ici même ! Comment signifier qu'' une réforme des"
"PA720286,2020-02-27","envie, invitez le Gouvernement , comme je vous l'' ai déjà suggéré, à inscrire notre projet à l'' ordre du jour.","Nous nous ferons un plaisir de répondre","à vos questions, vous pourrez déposer des amendements, mais, pour l'' heure, nous examinons votre copie, pas la nôtre."
"PA720100,2020-02-27","de la grande réforme des retraites. Et voilà qu'' aujourd''hui on nous renvoie à une nouvelle mission ... Pardon , mais","nous ne nous ferons pas avoir","deux fois, une fois suffit. Et sachez que le fameux "" stock "" dont vous parlez n'' a pas non plus envie de se faire avoir une"
"PA720100,2020-02-27","ferons pas avoir deux fois, une fois suffit. Et sachez que le fameux "" stock "" dont vous parlez n'' a pas non plus envie de","se faire avoir","une deuxième fois. La parole est à Mme Corinne Vignon . Je voudrais répondre à nos deux collègues du côté droit et du côté"
"PA721270,2020-02-28","n'' avais pas prévu d'' intervenir, mais je tiens à vous dire, chers collègues de la majorité, que vous ne parviendrez pas à","nous énerver ni à nous faire sortir",", mes collègues du groupe communiste et moi-même, de notre ligne, qui consiste à défendre des amendements sans jamais"
"PA720430,2020-02-28","'' Opéra national de Paris , ainsi qu'' à tous les techniciens. J '' ai l'' impression que, dans cette affaire, tout le monde va","se faire avoir",", que ce soit concernant la durée de travail ou concernant le montant des retraites. La parole est à M. Bruno Fuchs ."
"PA720512,2020-02-29","le système que nous proposons serait défavorable aux évolutions de carrière. Aujourd''hui, pour que l'' effet positif","se fasse ressentir",", il faut en réalité que l'' évolution intervienne plutôt vers la fin de la carrière, c''est-à-dire que les vingt-cinq"
"PA720256,2020-02-29","on se rend au même repas de famille le dimanche. Et je vous assure qu'' autour de la table, cet agrégé, pour lequel le calcul","se fait à partir","des six derniers mois, cet ouvrier, pour lequel il se fait à partir des vingt-cinq meilleures années, ou encore l''"
"PA720256,2020-02-29","'' autour de la table, cet agrégé, pour lequel le calcul se fait à partir des six derniers mois, cet ouvrier, pour lequel il","se fait à partir","des vingt-cinq meilleures années, ou encore l'' agriculteur, qui ne reçoit même pas 700 euros de retraite par mois, sont"
"PA608741,2020-03-03","qui réduira significativement les pensions. Le projet de loi de programmation pluriannuelle de la recherche","se fait désirer","; c'' est peu dire que les attentes sont grandes. Or les rapports préparatoires nous inquiètent, car ils assignent des d''"
"PA605036,2020-03-03",", celle du groupe Les Républicains . C '' est un peu réducteur ! Mes chers collègues, la droite redonne de la voix. Elle","se fait entendre","sur le terrain, retrouve des couleurs au Parlement et reprend une place dans le cœur des Français . La droite ne peut"
"PA720430,2020-03-05","tout rassembler, car cela rendra la capitalisation beaucoup plus facile, le moment venu. Si jamais des résistances","se faisaient sentir","dans le pays et qu'' on ne parvenait pas à fluidifier le dialogue social, on s'' exonérerait de la nécessité de réformer les"
"PA332523,2020-03-05","n° 1806. Il a été déposé par M. Hetzel , mais je voudrais en profiter pour répondre à l'' intervention de M. Turquois .","Vous dites que vous ferez jouer","l'' ensemble des trois leviers : il va falloir l'' assumer ! À aucun moment, en effet, vous n'' avez expliqué aux Français que"
"PA721632,2020-03-19","est primordial, pour qu'' ils portent tous leurs effets, dans une période où la désorganisation peut malheureusement","se faire sentir",". Certes, nous savons qu'' il sera difficile de légiférer à la vitesse du virus, et il est presque certain que nous devrons"
"PA609590,2020-03-19","faut 1,5 soignant pour 2 malades ; dans les autres services, il faut 1 soignant pour 5 malades. Les recrutements doivent","se faire immédiatement. Pour avoir","échangé avec des responsables dans les hôpitaux et les cliniques, je sais que le vivier de recrutement est là ; il suffit"
"PA719930,2020-03-21",", qui doivent transmettre au Parlement des informations sur les mesures qu'' elles prennent. Je le répète, le pouvoir de","se faire communiquer","des documents n'' est pas un pouvoir individuel des parlementaires ; c'' est un pouvoir de l'' Assemblée tout entière, qui"
"PA719938,2020-03-21","cela fragiliserait le dispositif. Avis défavorable. Quel est l'' avis du Gouvernement ? Laissons les bonnes pratiques","se faire sans rigidifier","le texte. Je demande le retrait des deux amendements, sinon, avis défavorable. La parole est à M. Jean-Christophe"
"PA721960,2020-03-21","se rendre au supermarché. Si une publicité était faite autour de ce dispositif, les personnes concernées pourraient","se faire connaître","auprès de leur commerçant de proximité, comme cela se pratique par internet pour les livraisons à domicile. Nous"
"PA942,2020-03-21","à la signature de la déclaration de candidature, elle ne constitue pas non plus une difficulté : cela peut tout à fait","se faire sans entrer","en contact avec quiconque. Les raisons invoquées par les défenseurs du report du délai de dépôt des listes ne tiennent"
"PA605518,2020-03-24","et le nombre de malades hospitalisés croît de façon exponentielle, alors que, bien souvent, le matériel médical","se fait encore dramatiquement attendre",". Le groupe Libertés et territoires salue la mémoire des personnels hospitaliers et des autres personnes décédées."
"PA345619,2020-03-24","que des règles aussi contrastées placeraient certains d'' entre eux dans des situations très difficiles. Certes, pour","se faire comprendre",", il serait plus facile de dire que tous les marchés sont interdits ; mais dans certains petits villages, pour certaines"
"PA2150,2020-04-17","intérêt, laquelle, sans ruiner le bilan de la Banque centrale européenne , viendrait à fondre à mesure que l'' inflation","se ferait sentir",", que le rythme de celle-ci soit de 1 %, de 2 % ou ce que vous voudrez. Cette fonte de la dette, stockée dans le réfrigérateur"
"PA331481,2020-04-17",", le cours des actions de ces entreprises peut être très affaibli, ce qui en fait des proies faciles. Les laisser","se faire racheter","signifierait vendre pour rien des technologies dans lesquelles les Français ont investi des milliards d'' euros"
"PA331481,2020-04-17",", le cours des actions de ces entreprises peut être très affaibli, ce qui en fait des proies faciles. Les laisser","se faire racheter signifierait vendre","pour rien des technologies dans lesquelles les Français ont investi des milliards d'' euros depuis des décennies. Il"
